task_id	design_id	system	flex_delta	mutable	flexible	added	removed	wt_flex_count	total_positions	expected_sequences	pdb_relative	pdb_sha256	markstar_job	markstar_cpus	markstar_memory_gib	markstar_heap_gib	source_package	source_task_id	h200_source_manifest	h200_source_index
78	2rf9_flex_p8	2rf9	8	D586;D585	D582;D578;B499;B503;B504;B498;D581;D583;D587;D579;D584;B502	B504;B498;D581;D583;D587;D579;D584;B502		12	14	39	structures/2rf9.min.reduce.renum.pdb	f8e6b62f782e0041d58209e68b25129a7f6bd4f15371a7c05c93c0031d7a092b	12643021_9	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	9	frontier_small4.tsv	9
79	2rf9_flex_p9	2rf9	9	D586;D585	D582;D578;B499;B503;B504;B498;D581;D583;D587;D579;D584;B502;B500	B504;B498;D581;D583;D587;D579;D584;B502;B500		13	15	39	structures/2rf9.min.reduce.renum.pdb	f8e6b62f782e0041d58209e68b25129a7f6bd4f15371a7c05c93c0031d7a092b	12643021_10	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	10	frontier_small4.tsv	10
80	2rf9_flex_p10	2rf9	10	D586;D585	D582;D578;B499;B503;B504;B498;D581;D583;D587;D579;D584;B502;B500;D577	B504;B498;D581;D583;D587;D579;D584;B502;B500;D577		14	16	39	structures/2rf9.min.reduce.renum.pdb	f8e6b62f782e0041d58209e68b25129a7f6bd4f15371a7c05c93c0031d7a092b	12643021_11	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	11	frontier_small4.tsv	11
81	5it3_flex_p7	5it3	7	A41	B134;B153;A37;A34;A38;B133;B135;A39;A40;A35;A36;A33	B133;B135;A39;A40;A35;A36;A33		12	13	20	structures/5it3.min.reduce.renum.pdb	385250d44183624e89b21ca3ce213004c8f149a941f52f743a8dd20de870424c	12643021_12	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	12	frontier_small4.tsv	12
82	5it3_flex_p8	5it3	8	A41	B134;B153;A37;A34;A38;B133;B135;A39;A40;A35;A36;A33;A42	B133;B135;A39;A40;A35;A36;A33;A42		13	14	20	structures/5it3.min.reduce.renum.pdb	385250d44183624e89b21ca3ce213004c8f149a941f52f743a8dd20de870424c	12643021_13	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	13	frontier_small4.tsv	13
83	5it3_flex_p9	5it3	9	A41	B134;B153;A37;A34;A38;B133;B135;A39;A40;A35;A36;A33;A42;B137	B133;B135;A39;A40;A35;A36;A33;A42;B137		14	15	20	structures/5it3.min.reduce.renum.pdb	385250d44183624e89b21ca3ce213004c8f149a941f52f743a8dd20de870424c	12643021_14	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	14	frontier_small4.tsv	14
84	5it3_flex_p10	5it3	10	A41	B134;B153;A37;A34;A38;B133;B135;A39;A40;A35;A36;A33;A42;B137;A31	B133;B135;A39;A40;A35;A36;A33;A42;B137;A31		15	16	20	structures/5it3.min.reduce.renum.pdb	385250d44183624e89b21ca3ce213004c8f149a941f52f743a8dd20de870424c	12643021_15	16	128	96	/usr/xtmp/lz280/packstar_flex_frontier20_20260919/prep_12643020/package	15	frontier_small4.tsv	15
85	1b6c_flex_p0	1b6c	0	E965	F994;F995;E903;E892;E957;E925;E963;E947;E922;E942;E940;E967;E948			13	14	20	structures/1b6c.min.reduce.renum.pdb	f5f2300da8c053977b62db8ffe9c4e29119b29d9c6e1ff78e1486678736aee64	12651523_0	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	0	frontier_remaining18_plus4.tsv	0
86	1b6c_flex_p1	1b6c	1	E965	F994;F995;E903;E892;E957;E925;E963;E947;E922;E942;E940;E967;E948;E893			14	15	20	structures/1b6c.min.reduce.renum.pdb	f5f2300da8c053977b62db8ffe9c4e29119b29d9c6e1ff78e1486678736aee64	12651523_1	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	1	frontier_remaining18_plus4.tsv	1
87	1gwc_flex_p0	1gwc	0	C514	B314;B309;B313;B311;B317;C510;C505;C446;C503;C511;C498;C500			12	13	20	structures/1gwc.min.reduce.renum.pdb	8e52f063e5911c83d039199e14da3edcd55355d6f93f00700cb96e6577b3f304	12651523_2	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	2	frontier_remaining18_plus4.tsv	2
88	1gwc_flex_p1	1gwc	1	C514	B314;B309;B313;B311;B317;C510;C505;C446;C503;C511;C498;C500;C497			13	14	20	structures/1gwc.min.reduce.renum.pdb	8e52f063e5911c83d039199e14da3edcd55355d6f93f00700cb96e6577b3f304	12651523_3	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	3	frontier_remaining18_plus4.tsv	3
89	2hnu_flex_p2	2hnu	2	D309;D318	D311;D271;D316;D306;D305;C192;C182;C233;C181;D319;C193			11	13	39	structures/2hnu.min.reduce.renum.pdb	848f254f069c1a865a4c4a9b70cb361970bdaf2d5b2f2877ed750cef32a29d16	12651523_4	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	4	frontier_remaining18_plus4.tsv	4
90	2hnu_flex_p3	2hnu	3	D309;D318	D311;D271;D316;D306;D305;C192;C182;C233;C181;D319;C193;C191			12	14	39	structures/2hnu.min.reduce.renum.pdb	848f254f069c1a865a4c4a9b70cb361970bdaf2d5b2f2877ed750cef32a29d16	12651523_5	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	5	frontier_remaining18_plus4.tsv	5
91	2hnu_flex_p4	2hnu	4	D309;D318	D311;D271;D316;D306;D305;C192;C182;C233;C181;D319;C193;C191;C180			13	15	39	structures/2hnu.min.reduce.renum.pdb	848f254f069c1a865a4c4a9b70cb361970bdaf2d5b2f2877ed750cef32a29d16	12651516_6	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	6	frontier_remaining18_plus4.tsv	6
92	2hnv_flex_p1	2hnv	1	C237;C228	D273;D262;D314;D263;C235;C224;C225;C230;C190;C238			10	12	39	structures/2hnv.min.reduce.renum.pdb	72965bf15cb3b5b64d655903ba4079bedc5938fd5026d75f5855d2e6c28f3942	12651523_7	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	7	frontier_remaining18_plus4.tsv	7
93	2hnv_flex_p2	2hnv	2	C237;C228	D273;D262;D314;D263;C235;C224;C225;C230;C190;C238;D261			11	13	39	structures/2hnv.min.reduce.renum.pdb	72965bf15cb3b5b64d655903ba4079bedc5938fd5026d75f5855d2e6c28f3942	12651523_8	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	8	frontier_remaining18_plus4.tsv	8
94	2hnv_flex_p3	2hnv	3	C237;C228	D273;D262;D314;D263;C235;C224;C225;C230;C190;C238;D261;D274			12	14	39	structures/2hnv.min.reduce.renum.pdb	72965bf15cb3b5b64d655903ba4079bedc5938fd5026d75f5855d2e6c28f3942	12651516_9	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	9	frontier_remaining18_plus4.tsv	9
95	2p4a_flex_p4	2p4a	4	D476;D475	B226;B225;B228;A111;A69;A71;B224;A112;B229;A68			10	12	39	structures/2p4a.min.reduce.renum.pdb	b4a481b2b2b0c3b5c47f49a1e223828c4139dfb7e3ae25398a7852cb24ae9f92	12651523_10	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	10	frontier_remaining18_plus4.tsv	10
96	2p4a_flex_p5	2p4a	5	D476;D475	B226;B225;B228;A111;A69;A71;B224;A112;B229;A68;B227			11	13	39	structures/2p4a.min.reduce.renum.pdb	b4a481b2b2b0c3b5c47f49a1e223828c4139dfb7e3ae25398a7852cb24ae9f92	12651523_11	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	11	frontier_remaining18_plus4.tsv	11
97	2p4a_flex_p6	2p4a	6	D476;D475	B226;B225;B228;A111;A69;A71;B224;A112;B229;A68;B227;A70			12	14	39	structures/2p4a.min.reduce.renum.pdb	b4a481b2b2b0c3b5c47f49a1e223828c4139dfb7e3ae25398a7852cb24ae9f92	12651522_12	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	12	frontier_remaining18_plus4.tsv	12
98	2q1e_flex_p2	2q1e	2	D418	D427;D365;D363;D420;D416;D425;C309;C316;C314;C315;D364			11	12	20	structures/2q1e.min.reduce.renum.pdb	1fdfbc254f9aa8027dba2b90f2bece120774861e25c8b972548fcd6703596f5b	12651523_13	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	13	frontier_remaining18_plus4.tsv	13
99	2q1e_flex_p3	2q1e	3	D418	D427;D365;D363;D420;D416;D425;C309;C316;C314;C315;D364;D426			12	13	20	structures/2q1e.min.reduce.renum.pdb	1fdfbc254f9aa8027dba2b90f2bece120774861e25c8b972548fcd6703596f5b	12651523_14	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	14	frontier_remaining18_plus4.tsv	14
100	2q1e_flex_p4	2q1e	4	D418	D427;D365;D363;D420;D416;D425;C309;C316;C314;C315;D364;D426;D362			13	14	20	structures/2q1e.min.reduce.renum.pdb	1fdfbc254f9aa8027dba2b90f2bece120774861e25c8b972548fcd6703596f5b	12651522_15	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	15	frontier_remaining18_plus4.tsv	15
101	2q2a_flex_p0	2q2a	0	B385	B403;B400;B383;B362;B363;B391;B394;B390;A144;A156;A149;A153			12	13	20	structures/2q2a.min.reduce.renum.pdb	ea4be6a6fd940f23bbcdb91b1678192a876b6f908c650eb7ffb006171e98a428	12651523_16	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	16	frontier_remaining18_plus4.tsv	16
102	2q2a_flex_p1	2q2a	1	B385	B403;B400;B383;B362;B363;B391;B394;B390;A144;A156;A149;A153;B404			13	14	20	structures/2q2a.min.reduce.renum.pdb	ea4be6a6fd940f23bbcdb91b1678192a876b6f908c650eb7ffb006171e98a428	12651523_17	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	17	frontier_remaining18_plus4.tsv	17
103	2rfe_flex_p0	2rfe	0	B488	F1138;B500;B499;B504;B506;B475;B471;B452;B524;B505;B496;B491			12	13	20	structures/2rfe.min.reduce.renum.pdb	ce698f5fdbc5090c56247449564bc8e3518aafc92d330b3efa3253a811ac0d87	12651523_18	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	18	frontier_remaining18_plus4.tsv	18
104	2rfe_flex_p1	2rfe	1	B488	F1138;B500;B499;B504;B506;B475;B471;B452;B524;B505;B496;B491;B501			13	14	20	structures/2rfe.min.reduce.renum.pdb	ce698f5fdbc5090c56247449564bc8e3518aafc92d330b3efa3253a811ac0d87	12651523_19	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	19	frontier_remaining18_plus4.tsv	19
105	2rl0_flex_m1	2rl0	-1	A85	G95;G97;A75;A65;A63;A49;A48;A51;A50;A87;A77			11	12	20	structures/2rl0.min.reduce.renum.pdb	17c3fc75a1a7799e94a0516af23187018499c3923868a87d8c4825fdf22ebbfd	12651523_20	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	20	frontier_remaining18_plus4.tsv	20
106	2rl0_flex_p0	2rl0	0	A85	G95;G97;A75;A65;A63;A49;A48;A51;A50;A87;A77;A76			12	13	20	structures/2rl0.min.reduce.renum.pdb	17c3fc75a1a7799e94a0516af23187018499c3923868a87d8c4825fdf22ebbfd	12651523_21	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	21	frontier_remaining18_plus4.tsv	21
107	2xxm_flex_p0	2xxm	0	B107	B115;B117;B109;B173;B105;B167;B165;A30;A4;A6;A5			11	12	20	structures/2xxm.min.reduce.renum.pdb	f1a1c3f31a8f7648a41f66fec1da8b0de570f48b1a63f36eb36735381bb8aaa1	12651523_22	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	22	frontier_remaining18_plus4.tsv	22
108	2xxm_flex_p1	2xxm	1	B107	B115;B117;B109;B173;B105;B167;B165;A30;A4;A6;A5;B106			12	13	20	structures/2xxm.min.reduce.renum.pdb	f1a1c3f31a8f7648a41f66fec1da8b0de570f48b1a63f36eb36735381bb8aaa1	12651523_23	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	23	frontier_remaining18_plus4.tsv	23
109	2xxm_flex_p2	2xxm	2	B107	B115;B117;B109;B173;B105;B167;B165;A30;A4;A6;A5;B106;B168			13	14	20	structures/2xxm.min.reduce.renum.pdb	f1a1c3f31a8f7648a41f66fec1da8b0de570f48b1a63f36eb36735381bb8aaa1	12651522_24	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	24	frontier_remaining18_plus4.tsv	24
110	3cal_flex_p3	3cal	3	C147	D212;C126;C128;C113;C137;C111;C139;C120;C149;C125;C148;C127			12	13	20	structures/3cal.min.reduce.renum.pdb	ae9d613aad4f87b80cd00c5aa3dfcf518dbd91c3aa007f6f28ae191f264f37f1	12651523_25	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	25	frontier_remaining18_plus4.tsv	25
111	3cal_flex_p4	3cal	4	C147	D212;C126;C128;C113;C137;C111;C139;C120;C149;C125;C148;C127;C146			13	14	20	structures/3cal.min.reduce.renum.pdb	ae9d613aad4f87b80cd00c5aa3dfcf518dbd91c3aa007f6f28ae191f264f37f1	12651523_26	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	26	frontier_remaining18_plus4.tsv	26
112	3cal_flex_p5	3cal	5	C147	D212;C126;C128;C113;C137;C111;C139;C120;C149;C125;C148;C127;C146;C112			14	15	20	structures/3cal.min.reduce.renum.pdb	ae9d613aad4f87b80cd00c5aa3dfcf518dbd91c3aa007f6f28ae191f264f37f1	12651522_27	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	27	frontier_remaining18_plus4.tsv	27
113	3eb6_flex_p3	3eb6	3	A44;A45	B128;A55;A29;A19;A42;A41;A37;A30;A38;A28			10	12	39	structures/3eb6.min.reduce.renum.pdb	cd633dddedd01529c022eed488818b918e3dc5c5e88d740014aa24dada36a76f	12651523_28	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	28	frontier_remaining18_plus4.tsv	28
114	3eb6_flex_p4	3eb6	4	A44;A45	B128;A55;A29;A19;A42;A41;A37;A30;A38;A28;A54			11	13	39	structures/3eb6.min.reduce.renum.pdb	cd633dddedd01529c022eed488818b918e3dc5c5e88d740014aa24dada36a76f	12651523_29	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	29	frontier_remaining18_plus4.tsv	29
115	3eb6_flex_p5	3eb6	5	A44;A45	B128;A55;A29;A19;A42;A41;A37;A30;A38;A28;A54;A40			12	14	39	structures/3eb6.min.reduce.renum.pdb	cd633dddedd01529c022eed488818b918e3dc5c5e88d740014aa24dada36a76f	12651522_30	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	30	frontier_remaining18_plus4.tsv	30
116	4hem_flex_p1	4hem	1	C372	B226;C326;C303;C318;C360;C377;C322;C332;C328;C330;C353;C331			12	13	20	structures/4hem.min.reduce.renum.pdb	b5d1eaff99cd81f870187217f91cc64703de161fd6a950826be8724e8980fc3b	12651523_31	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	31	frontier_remaining18_plus4.tsv	31
117	4hem_flex_p2	4hem	2	C372	B226;C326;C303;C318;C360;C377;C322;C332;C328;C330;C353;C331;C321			13	14	20	structures/4hem.min.reduce.renum.pdb	b5d1eaff99cd81f870187217f91cc64703de161fd6a950826be8724e8980fc3b	12651523_32	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	32	frontier_remaining18_plus4.tsv	32
118	4hem_flex_p3	4hem	3	C372	B226;C326;C303;C318;C360;C377;C322;C332;C328;C330;C353;C331;C321;C359			14	15	20	structures/4hem.min.reduce.renum.pdb	b5d1eaff99cd81f870187217f91cc64703de161fd6a950826be8724e8980fc3b	12651522_33	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	33	frontier_remaining18_plus4.tsv	33
119	4kt6_flex_p0	4kt6	0	D712	D822;D815;D759;C512;C511;C509;C519;C515;C518			9	10	20	structures/4kt6.min.reduce.renum.pdb	f13f9c8fcd6fd0a9ca26426d87b44cc763c33b819c36aa260d8521ca9e93e0e9	12651523_34	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	34	frontier_remaining18_plus4.tsv	34
120	4kt6_flex_p1	4kt6	1	D712	D822;D815;D759;C512;C511;C509;C519;C515;C518;D816			10	11	20	structures/4kt6.min.reduce.renum.pdb	f13f9c8fcd6fd0a9ca26426d87b44cc763c33b819c36aa260d8521ca9e93e0e9	12651523_35	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	35	frontier_remaining18_plus4.tsv	35
121	4kt6_flex_p2	4kt6	2	D712	D822;D815;D759;C512;C511;C509;C519;C515;C518;D816;C516			11	12	20	structures/4kt6.min.reduce.renum.pdb	f13f9c8fcd6fd0a9ca26426d87b44cc763c33b819c36aa260d8521ca9e93e0e9	12651522_36	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	36	frontier_remaining18_plus4.tsv	36
122	4pxf_flex_p4	4pxf	4	A249	B328;B330;A246;A245;A226;A225;A138;A229;A244;A247;A227;A139			12	13	20	structures/4pxf.min.reduce.renum.pdb	0297976728b341c0a76ad496fcdaa1fe586b199ac18524f892b6ef47fea35d2c	12651523_37	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	37	frontier_remaining18_plus4.tsv	37
123	4pxf_flex_p5	4pxf	5	A249	B328;B330;A246;A245;A226;A225;A138;A229;A244;A247;A227;A139;A250			13	14	20	structures/4pxf.min.reduce.renum.pdb	0297976728b341c0a76ad496fcdaa1fe586b199ac18524f892b6ef47fea35d2c	12651523_38	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	38	frontier_remaining18_plus4.tsv	38
124	4pxf_flex_p6	4pxf	6	A249	B328;B330;A246;A245;A226;A225;A138;A229;A244;A247;A227;A139;A250;A228			14	15	20	structures/4pxf.min.reduce.renum.pdb	0297976728b341c0a76ad496fcdaa1fe586b199ac18524f892b6ef47fea35d2c	12651522_39	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	39	frontier_remaining18_plus4.tsv	39
125	4z80_flex_m2	4z80	-2	D967;D970	D972;B621;B620;B646;B758;B756;B649;B760;B563;B663			10	12	39	structures/4z80.min.reduce.renum.pdb	3b9938f38c7a5d45ca5985d0069f19de191894389f918af3d1e30406d989724d	12651523_40	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	40	frontier_remaining18_plus4.tsv	40
126	4z80_flex_m1	4z80	-1	D967;D970	D972;D971;B621;B620;B646;B758;B756;B649;B760;B563;B663			11	13	39	structures/4z80.min.reduce.renum.pdb	3b9938f38c7a5d45ca5985d0069f19de191894389f918af3d1e30406d989724d	12651523_41	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	41	frontier_remaining18_plus4.tsv	41
127	5d68_flex_p0	5d68	0	A313	C903;C937;C905;C910;C935;C914;A310;A309;A265;A261;A262			11	12	20	structures/5d68.min.reduce.renum.pdb	7f14a6d67cb5b879a5fe4e1a37f793ae2e82adc251545f36deaa59bd78abb1b2	12651523_42	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	42	frontier_remaining18_plus4.tsv	42
128	5d68_flex_p1	5d68	1	A313	C903;C937;C905;C910;C935;C914;A310;A309;A265;A261;A262;C934			12	13	20	structures/5d68.min.reduce.renum.pdb	7f14a6d67cb5b879a5fe4e1a37f793ae2e82adc251545f36deaa59bd78abb1b2	12651523_43	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	43	frontier_remaining18_plus4.tsv	43
129	5d68_flex_p2	5d68	2	A313	C903;C937;C905;C910;C935;C914;A310;A309;A265;A261;A262;C934;C906			13	14	20	structures/5d68.min.reduce.renum.pdb	7f14a6d67cb5b879a5fe4e1a37f793ae2e82adc251545f36deaa59bd78abb1b2	12651522_44	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	44	frontier_remaining18_plus4.tsv	44
130	5em2_flex_p2	5em2	2	B614;B612	B606;B609;B607;B537;A105;A103;B538;B536			8	10	39	structures/5em2.min.reduce.renum.pdb	0166b3c392b703c1fec55dd1d3907bd4a7c396ab8ec4260ebb8f304353b51ad9	12651523_45	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	45	frontier_remaining18_plus4.tsv	45
131	5em2_flex_p3	5em2	3	B614;B612	B606;B609;B607;B537;A105;A103;B538;B536;A104			9	11	39	structures/5em2.min.reduce.renum.pdb	0166b3c392b703c1fec55dd1d3907bd4a7c396ab8ec4260ebb8f304353b51ad9	12651523_46	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	46	frontier_remaining18_plus4.tsv	46
132	5em2_flex_p4	5em2	4	B614;B612	B606;B609;B607;B537;A105;A103;B538;B536;A104;A106			10	12	39	structures/5em2.min.reduce.renum.pdb	0166b3c392b703c1fec55dd1d3907bd4a7c396ab8ec4260ebb8f304353b51ad9	12651522_47	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	47	frontier_remaining18_plus4.tsv	47
133	4znc_flex_p6	4znc	6	E534	F716;F733;F731;F718;E499;E528;E497;E533;E500;F732;E535;E496;F717			13	14	20	structures/4znc.min.reduce.renum.pdb	19d4423b65055cbb79be8cde77db8b6bf0da4e5d2ced3c0c1c809dfb710525db	12651516_48	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	48	frontier_remaining18_plus4.tsv	48
134	3gxu_flex_p10	3gxu	10	A30	B249;B250;B251;B252;A29;A31;B248;B204;A40;B206;B205;B203;A39			13	14	20	structures/3gxu.min.reduce.renum.pdb	e3fdfb0e15b6d338d12b7c35e8504d74c54fc6bff6745b2987e740ba87998d64	12651516_49	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	49	frontier_remaining18_plus4.tsv	49
135	4wem_flex_p10	4wem	10	B347	B357;B278;A42;A4;B356;A3;A43;A5;A41;B279;B277;A196;B276;B346			14	15	21	structures/4wem.min.reduce.renum.pdb	92f57e7f95c986bc8a452f99310c7b95971a58ccbddbc0a9b9b5d5c8522f9216	12651516_50	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	50	frontier_remaining18_plus4.tsv	50
136	2rfd_flex_p5	2rfd	5	B547;B544	B543;B541;B540;B531;B530;A238;B545;B553;A239;A237;B539			11	13	39	structures/2rfd.min.reduce.renum.pdb	49712eacd79226367fe50bf5f562e1f5eae5b46e1efb1089ba1de37c7622152a	12651516_51	16	96	64	/usr/xtmp/lz280/packstar_flex_frontier38_20260920/prep_12651495/package	51	frontier_remaining18_plus4.tsv	51
137	2p4a_flex_p7	2p4a	7	D476;D475	B226;B225;B228;A111;A69;A71;B224;A112;B229;A68;B227;A70;D474	B224;A112;B229;A68;B227;A70;D474		13	15	39	structures/2p4a.min.reduce.renum.pdb	b4a481b2b2b0c3b5c47f49a1e223828c4139dfb7e3ae25398a7852cb24ae9f92	12686144_0	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	0	frontier_backfill25.tsv	0
138	2p4a_flex_p8	2p4a	8	D476;D475	B226;B225;B228;A111;A69;A71;B224;A112;B229;A68;B227;A70;D474;D477	B224;A112;B229;A68;B227;A70;D474;D477		14	16	39	structures/2p4a.min.reduce.renum.pdb	b4a481b2b2b0c3b5c47f49a1e223828c4139dfb7e3ae25398a7852cb24ae9f92	12686144_1	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	1	frontier_backfill25.tsv	1
139	2p4a_flex_p9	2p4a	9	D476;D475	B226;B225;B228;A111;A69;A71;B224;A112;B229;A68;B227;A70;D474;D477;B231	B224;A112;B229;A68;B227;A70;D474;D477;B231		15	17	39	structures/2p4a.min.reduce.renum.pdb	b4a481b2b2b0c3b5c47f49a1e223828c4139dfb7e3ae25398a7852cb24ae9f92	12686144_2	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	2	frontier_backfill25.tsv	2
140	2rfd_flex_p6	2rfd	6	B547;B544	B543;B541;B540;B531;B530;A238;B545;B553;A239;A237;B539;B529	B545;B553;A239;A237;B539;B529		12	14	39	structures/2rfd.min.reduce.renum.pdb	49712eacd79226367fe50bf5f562e1f5eae5b46e1efb1089ba1de37c7622152a	12686144_3	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	3	frontier_backfill25.tsv	3
141	2rfd_flex_p7	2rfd	7	B547;B544	B543;B541;B540;B531;B530;A238;B545;B553;A239;A237;B539;B529;B532	B545;B553;A239;A237;B539;B529;B532		13	15	39	structures/2rfd.min.reduce.renum.pdb	49712eacd79226367fe50bf5f562e1f5eae5b46e1efb1089ba1de37c7622152a	12686144_4	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	4	frontier_backfill25.tsv	4
142	2rfd_flex_p8	2rfd	8	B547;B544	B543;B541;B540;B531;B530;A238;B545;B553;A239;A237;B539;B529;B532;B551	B545;B553;A239;A237;B539;B529;B532;B551		14	16	39	structures/2rfd.min.reduce.renum.pdb	49712eacd79226367fe50bf5f562e1f5eae5b46e1efb1089ba1de37c7622152a	12686144_5	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	5	frontier_backfill25.tsv	5
143	4z80_flex_p0	4z80	0	D967;D970	D972;D971;D969;B621;B620;B646;B758;B756;B649;B760;B563;B663			12	14	39	structures/4z80.min.reduce.renum.pdb	3b9938f38c7a5d45ca5985d0069f19de191894389f918af3d1e30406d989724d	12686144_6	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	6	frontier_backfill25.tsv	6
144	4z80_flex_p1	4z80	1	D967;D970	D972;D971;D969;B621;B620;B646;B758;B756;B649;B760;B563;B663;B759	B759		13	15	39	structures/4z80.min.reduce.renum.pdb	3b9938f38c7a5d45ca5985d0069f19de191894389f918af3d1e30406d989724d	12686144_7	16	192	160	/usr/xtmp/lz280/markstar_backfill_20260922/prep_12686118/package	7	frontier_backfill25.tsv	7
